ride_id,driver_id,rider_id,city_id,product,vehicle_type,is_ev,start_time,end_time,pickup_lat,pickup_lon,pickup_hex_id9,drop_lat,drop_lon,drop_hex_id9,distance_km,duration_mins,surge_multiplier,fare_amount,uber_fee,net_earnings,tips,payment_type,date
f8cc932e-bc28-4759-8db6-3b171d1d8262,E10020,R2362,1,UberX,car,TRUE,2023-01-29 19:00:00,2023-01-29 19:36:00,52.36704,4.93144,891d56f64559171,52.36133,4.90356,891ee9f14b0f98e,1.2,36,1.35,3.54,0.88,2.66,0,cash,2023-01-29
023b1e6d-52ca-43be-88cd-5b5fe20fe2b2,E10037,R2534,5,UberX,car,FALSE,2023-04-30 08:04:00,2023-04-30 08:12:00,52.04403,4.29123,89185e9447fdfa4,52.02991,4.33542,89af86656bcf7dc,4.95,8,1.38,11.98,3,8.98,0,card,2023-04-30
d9056f3d-78cf-4f5a-a8e1-0f44de4b9ae9,E10096,R2258,4,UberX,car,TRUE,2023-01-23 16:49:00,2023-01-23 17:26:00,51.46571,5.51625,8907de3bee545f1,51.40685,5.44141,89ea502962728c7,9.31,37,1.39,21.3,5.32,15.98,0,wallet,2023-01-23
f51efbb1-dba0-4429-9e0e-824b837b7638,E10070,R2200,3,UberX,car,FALSE,2023-01-16 23:14:00,2023-01-16 23:52:00,52.0946,5.17167,89e7a58795eb031,52.05461,5.12214,89e4c3108b9bacc,2.7,38,1.22,5.89,1.47,4.42,0,wallet,2023-01-16
37fcd05f-562d-464a-b917-affd9a794762,E10103,R2043,5,UberPool,car,FALSE,2023-04-05 16:17:00,2023-04-05 16:26:00,52.09336,4.30585,8958a470846f112,52.09313,4.30647,890d5e8072d305d,9.22,9,1.45,19.36,4.84,14.52,0,cash,2023-04-05
43d46fac-42cb-4743-b969-f91d5c034dc6,E10088,R2139,2,UberX,car,FALSE,2023-01-06 13:43:00,2023-01-06 13:57:00,51.94315,4.51326,899a1295cfc59f7,51.95498,4.52236,899ac08e2e74d08,5.79,14,1.15,11.56,2.89,8.67,1.06,card,2023-01-06
edfc346d-dfce-4bd9-8a64-9727d95c3637,E10141,R2532,1,UberX,car,FALSE,2023-01-28 01:59:00,2023-01-28 02:34:00,52.36295,4.92832,894153b5560af92,52.34495,4.84732,89390741daa1e72,4.18,35,0.98,7.47,1.87,5.6,0,wallet,2023-01-28
b81ef7e4-b0d5-4e2b-b708-9761ff7a225a,E10081,R2451,3,UberGreen,car,TRUE,2023-04-19 12:28:00,2023-04-19 12:37:00,52.05392,5.11883,89257b92f8045d3,52.0593,5.07507,89c44335c7f953f,7.61,9,1.13,15.05,3.76,11.29,0,wallet,2023-04-19
d1555209-5786-4f28-82c3-cf702924edc1,E10146,R2229,3,UberX,car,TRUE,2023-02-23 13:25:00,2023-02-23 14:02:00,52.08427,5.16124,8948595696f92ec,52.09552,5.17885,89ea6c344a32676,4.88,37,1.05,9.42,2.36,7.06,0,card,2023-02-23
185e4a9b-71d5-431b-a71c-cb91d1cd2e65,E10001,R2211,4,UberX,car,FALSE,2023-01-19 08:32:00,2023-01-19 08:39:00,51.40916,5.45186,894751b32269f95,51.48114,5.449,89ca9fccdc29b66,2.35,7,1.4,5.74,1.44,4.3,0,wallet,2023-01-19
ebfd951c-e5d5-45d7-905b-8bc7d93a105c,E10055,R2430,1,UberPool,car,FALSE,2023-01-21 17:37:00,2023-01-21 18:02:00,52.38819,4.8533,8986196f7793951,52.34462,4.85073,898e35187a8a155,3.26,25,1.41,7.54,1.88,5.66,0,card,2023-01-21
f5e776f2-bf55-44a7-9ed3-802905250eb4,E10019,R2251,3,UberX,car,FALSE,2023-01-13 09:07:00,2023-01-13 09:35:00,52.09538,5.17541,895dc22cfe3d409,52.10594,5.12984,894bf33b09fc68b,9.98,28,1.36,22.21,5.55,16.66,0,cash,2023-01-13
5e59b8ae-1239-43f7-b29d-68f76ff69748,E10048,R2220,2,UberX,car,TRUE,2023-01-29 05:00:00,2023-01-29 05:30:00,51.88725,4.43106,892d183c6391521,51.89538,4.49419,89fffad9b43cf5d,4.47,30,1.1,8.61,2.15,6.46,0.13,cash,2023-01-29
758072bd-acf8-4844-9cef-c3f1c7c05d41,E10126,R2421,5,UberPool,car,FALSE,2023-04-11 01:44:00,2023-04-11 02:18:00,52.05291,4.32314,89426425a384168,52.02969,4.33389,89f8a17f8598bb5,2.44,34,1.11,5.15,1.29,3.86,0,cash,2023-04-11
03a58749-63c4-4dff-b03b-13e4629669dd,E10059,R2063,1,UberX,car,FALSE,2023-01-11 14:02:00,2023-01-11 14:10:00,52.40069,4.9484,89bc2e95eb9495e,52.34219,4.84472,898a48bc36f85e9,6.52,8,1.04,11.55,2.89,8.66,0,cash,2023-01-11
a25fd4c9-5756-4c36-bf14-65d843b535e8,E10082,R2036,1,UberX,car,TRUE,2023-04-12 10:22:00,2023-04-12 10:59:00,52.33128,4.89962,8929a59053a1c2a,52.3392,4.8503,89fc027d4efd049,3.71,37,1.04,6.81,1.7,5.11,0,card,2023-04-12
60244ea1-808b-41aa-8ee1-6ab651e41cca,E10118,R2395,1,UberGreen,car,TRUE,2023-01-05 05:44:00,2023-01-05 06:13:00,52.34148,4.84264,894f2c32ce35ec1,52.36301,4.92835,8924837edefd7d8,3.98,29,0.97,7.06,1.76,5.3,0,cash,2023-01-05
bc948486-031b-438e-ace9-b4d24df74fd1,E10158,R2071,1,UberGreen,car,TRUE,2023-04-15 19:49:00,2023-04-15 20:18:00,52.36407,4.93011,89aad18b6960a8d,52.38329,4.86213,8916e42d648bba7,7,29,1.35,16.93,4.23,12.7,0,cash,2023-04-15
2f948348-c5ae-4a14-9d98-54a7534294d2,E10024,R2532,2,UberX,car,TRUE,2023-02-17 04:59:00,2023-02-17 05:41:00,51.91364,4.45798,8923b978ea3936f,51.90909,4.43833,895b48359416033,7.25,42,1.08,13.52,3.38,10.14,1.31,wallet,2023-02-17
95ccfc86-cd20-4f43-b680-65fb158cee70,E10121,R2396,5,UberX,car,FALSE,2023-01-26 02:31:00,2023-01-26 02:38:00,52.08117,4.28819,891248ba3f25a59,52.09089,4.24657,895759892f5114d,7.94,7,0.98,13.07,3.27,9.8,0,card,2023-01-26
e8344dbf-eb9e-46bd-a144-289f20f3d550,E10154,R2513,4,UberX,car,FALSE,2023-01-30 02:17:00,2023-01-30 02:48:00,51.46237,5.51754,892d18b65eaf4b1,51.40753,5.45062,8938a41a9e0481c,1.45,31,1.13,3.27,0.82,2.45,0,wallet,2023-01-30
b14dfba3-f31b-443c-8aa8-13afd4d6b121,E10045,R2576,2,UberX,car,TRUE,2023-04-17 03:40:00,2023-04-17 04:00:00,51.94428,4.51684,8925eed6bd82ddd,51.91176,4.45541,89512c48912aeee,8.09,20,1.01,13.94,3.48,10.46,0.64,cash,2023-04-17
7d498bf0-902c-4d22-b897-2b869a6b0140,E10125,R2085,2,UberGreen,car,TRUE,2023-04-02 14:10:00,2023-04-02 14:35:00,51.89812,4.48973,89668a27077edd9,51.89473,4.49231,8969a70be432ac0,6.84,25,1.04,13.09,3.27,9.82,0,card,2023-04-02
0f711e0e-dc74-4593-b5f9-37b65b58b7bb,E10125,R2528,2,UberGreen,car,TRUE,2023-03-03 06:19:00,2023-03-03 07:00:00,51.91113,4.43609,898e6c59345768c,51.91173,4.4388,899fe4bcaaf2e93,3.92,41,0.97,7.3,1.82,5.48,0,wallet,2023-03-03
7faf1a1b-ab82-4c6c-ac01-ad1d2464250d,E10104,R2256,4,UberGreen,car,TRUE,2023-02-15 15:35:00,2023-02-15 15:42:00,51.40786,5.44135,89e0a536689c38b,51.46193,5.52254,8915f7d44fb4bff,6.03,7,1.04,11.43,2.86,8.57,0,cash,2023-02-15
4378e677-d650-46bf-8aea-618febc80e5f,E10149,R2468,5,UberX,car,FALSE,2023-04-23 11:07:00,2023-04-23 11:36:00,52.0339,4.32916,89c8b312f3d1a47,52.05582,4.32779,8947c03df157eda,7.31,29,1.01,12.18,3.04,9.14,0.36,wallet,2023-04-23
ac646232-b3b9-4431-94a0-62578246d00a,E10050,R2022,3,UberX,car,FALSE,2023-01-01 01:43:00,2023-01-01 02:24:00,52.06146,5.07595,89b94aa722e31f4,52.05463,5.1155,89bd7eaf1566164,7.84,41,0.99,13.02,3.26,9.76,0,card,2023-01-01
0b5d5990-2b70-4179-aee3-a95508d9824e,E10072,R2379,2,UberPool,car,TRUE,2023-01-24 20:15:00,2023-01-24 20:51:00,51.94447,4.51117,894b845053d2beb,51.94764,4.51471,89570052fae616e,9.67,36,1.13,15.3,3.82,11.48,0,cash,2023-01-24
c3ad6d9f-b683-4935-9757-f50b01a7b56e,E10141,R2026,1,UberX,car,FALSE,2023-03-04 11:46:00,2023-03-04 11:57:00,52.38362,4.85805,89246dcf03f0c88,52.36187,4.93373,89216b98b977695,2.58,11,1.12,5.27,1.32,3.95,0,wallet,2023-03-04
2a1f4bcc-852e-44b3-9c52-96d879b3a0cb,E10156,R2320,5,UberX,car,FALSE,2023-02-22 22:14:00,2023-02-22 22:31:00,52.0343,4.32888,8998ab4c2217655,52.054,4.32939,89552be59ce30e2,8.55,17,1.29,17.68,4.42,13.26,0,card,2023-02-22
53d44c4f-1fc4-4506-880e-679454c3928e,E10141,R2182,2,UberX,car,FALSE,2023-04-18 14:38:00,2023-04-18 15:11:00,51.94576,4.51347,89e1f908a4bafc5,51.88442,4.43008,89a6c0a5d1daa4a,4.42,33,1.04,8.34,2.08,6.26,0,cash,2023-04-18
49ef547f-3faf-45f5-a629-cb59686ffa30,E10127,R2312,3,UberX,car,FALSE,2023-03-17 03:31:00,2023-03-17 04:10:00,52.05767,5.1231,89581174f1d0395,52.08305,5.16072,897a6d3efafc4a9,10.14,39,1.11,18.58,4.64,13.94,0,wallet,2023-03-17
c5694a00-364e-4377-8d0d-f6047c762ace,E10065,R2427,4,UberX,car,FALSE,2023-01-18 15:08:00,2023-01-18 15:21:00,51.47809,5.44869,89fd2c18ddf6813,51.46363,5.52288,898d626f5ac4cd6,1.2,13,1.04,2.72,0.68,2.04,0,card,2023-01-18
946e4395-addc-49f4-b47e-5c6f94fedf38,E10025,R2039,4,UberX,car,TRUE,2023-02-21 01:13:00,2023-02-21 01:49:00,51.40687,5.45376,89a09e3b44bda5a,51.42294,5.50526,897ff3041ce5190,8.88,36,1.04,15.79,3.95,11.84,0,wallet,2023-02-21
09d69d3e-114e-4748-851c-4431a64680af,E10136,R2043,2,UberX,car,FALSE,2023-01-16 20:22:00,2023-01-16 20:42:00,51.90702,4.43772,8900e32db08c0ed,51.91152,4.454,89b5c6895307655,6.36,20,1.13,12.04,3.01,9.03,0,cash,2023-01-16
42b8e2be-f760-44f9-a3d8-92c4b9686e7a,E10016,R2549,2,UberX,car,FALSE,2023-04-23 08:17:00,2023-04-23 08:52:00,51.90025,4.4939,89d01f21737fa87,51.91132,4.45168,8973ee03ccfc98c,5.99,35,1.29,12.57,3.14,9.43,2,wallet,2023-04-23
afe70669-8f47-4c62-8e98-a502fe114e32,E10067,R2481,5,UberX,car,TRUE,2023-03-28 02:36:00,2023-03-28 03:07:00,52.07758,4.28197,8947ca5e660223c,52.03138,4.32887,8985100d2642556,4.42,31,0.98,7.64,1.91,5.73,0,wallet,2023-03-28
11475862-f663-45b8-ae79-eaa3e7d29f3e,E10077,R2296,3,UberX,car,FALSE,2023-03-24 09:38:00,2023-03-24 09:48:00,52.05746,5.07257,890f293eac530ae,52.05944,5.0734,890a1f783e5b139,4.31,10,1.36,9.79,2.45,7.34,0,cash,2023-03-24
b9673b4e-378a-4ce8-9abd-da1855ae1fd7,E10140,R2370,4,UberGreen,car,TRUE,2023-01-28 23:29:00,2023-01-28 23:58:00,51.40698,5.44352,894634ab6e75bd8,51.41974,5.50167,8941e48d7f6e07a,1.2,29,1.2,3.26,0.82,2.44,0,cash,2023-01-28
9ba60d06-70a2-4cdb-a75c-59d1d00df2f6,E10040,R2108,4,UberGreen,car,TRUE,2023-02-19 03:37:00,2023-02-19 03:46:00,51.46658,5.51388,89607dbdc728d09,51.40535,5.45259,890b2a11edd4f7e,5.92,9,1.1,11.59,2.9,8.69,0,card,2023-02-19
a627af4e-0ea0-4277-8c37-fd46203b13ff,E10146,R2241,3,UberX,car,TRUE,2023-02-12 02:22:00,2023-02-12 02:57:00,52.10509,5.13065,89d45a5028b20d9,52.0526,5.12374,89c8fc88251de29,3.8,35,0.96,6.26,1.56,4.7,0,card,2023-02-12
623813d5-0880-4235-8d96-19125cfec80c,E10124,R2390,5,UberX,car,FALSE,2023-02-17 05:53:00,2023-02-17 06:11:00,52.09585,4.30871,8903d3b659728c6,52.04641,4.29193,8925a80b9ec562a,4.72,18,1.03,8.46,2.12,6.34,0,cash,2023-02-17
326e5001-5db8-4424-ab8e-a669f1238dee,E10052,R2587,2,UberX,car,FALSE,2023-02-03 07:32:00,2023-02-03 08:01:00,51.90985,4.43794,8912e00ce7cc444,51.95602,4.51807,8994e50e605007f,7.62,29,1.24,15.7,3.92,11.78,0,card,2023-02-03
dc4145be-c7b0-4b7b-8b3b-2a4b7dd597fb,E10036,R2422,2,UberGreen,car,TRUE,2023-01-22 10:52:00,2023-01-22 11:23:00,51.89723,4.48931,89fe182e656b65d,51.91488,4.45117,89778653379f9e0,6.21,31,1.01,10.86,2.72,8.14,0,card,2023-01-22
83452e25-8925-4bd8-85fd-10c1bd5449e5,E10044,R2441,1,UberX,car,TRUE,2023-04-10 13:58:00,2023-04-10 14:08:00,52.40195,4.95042,892a4fe05124c49,52.36029,4.90647,89cf5dbd756904f,5.09,10,1.04,9.27,2.32,6.95,0,wallet,2023-04-10
9100eb9c-445d-4c69-8885-f44128acdfe0,E10052,R2275,2,UberBlack,car,FALSE,2023-03-30 02:09:00,2023-03-30 02:23:00,51.94734,4.5178,893314a3851ee73,51.91309,4.45705,89cb7b342768f94,8.22,14,1.13,24.35,6.09,18.26,0.9,wallet,2023-03-30
8260eded-af39-475d-bedc-3df54546a93e,E10095,R2204,5,UberX,car,FALSE,2023-03-11 04:00:00,2023-03-11 04:11:00,52.09136,4.24619,89f3f08868cf09e,52.042,4.29138,8903ef25cade693,7.19,11,1.13,13.5,3.38,10.12,0,cash,2023-03-11
578fde98-2676-486b-afe6-5ab7fa20d3d8,E10008,R2115,4,UberPool,car,FALSE,2023-03-17 05:27:00,2023-03-17 05:42:00,51.40701,5.45644,89f566acd3f0382,51.42239,5.50802,890320d92ab9489,6.95,15,1.01,10.5,2.62,7.88,0,cash,2023-03-17
a4be4843-31c8-4b63-9ac3-fcf47dc4b074,E10092,R2517,4,UberX,car,FALSE,2023-04-09 17:49:00,2023-04-09 17:58:00,51.42175,5.50159,890e494e11da9ed,51.42094,5.50043,8956fcb84d215d7,3.62,9,1.33,8.84,2.21,6.63,0,card,2023-04-09
63214691-c5e4-4d1c-a0b8-51095758a9a9,E10098,R2334,4,UberX,car,FALSE,2023-02-07 19:26:00,2023-02-07 19:50:00,51.40923,5.44896,893e0e4b22e1030,51.46737,5.51463,898a390c99651d3,5.73,24,1.4,13.63,3.41,10.22,0,cash,2023-02-07
64270568-f1de-4de9-8c5d-151841dcb5e1,E10108,R2007,5,UberX,car,FALSE,2023-02-17 13:15:00,2023-02-17 13:42:00,52.03165,4.33526,894398472a43f95,52.05612,4.32917,89ce735e8eb2d83,6.15,27,1.14,12.28,3.07,9.21,0,cash,2023-02-17
